Episode,Score
1509,-59.0965323
1510,-58.81005986
1511,-58.51702359
1512,-56.98064524
1513,-57.78209242
1514,-56.68242994
1515,-57.80748703
1516,-53.61423826
1517,-54.5136562
1518,-52.06630284
1519,-48.80692281
1520,-51.76540614
1521,-50.5081443
1522,-45.34998029
1523,-46.97497853
1524,-43.7879473
1525,-40.83084891
1526,-44.56252112
1527,-45.6008372
1528,-43.87400536
1529,-44.88298818
1530,-44.51271799
1531,-44.68878146
1532,-46.9114339
1533,-48.56455056
1534,-48.28599139
1535,-47.05524235
1536,-43.44632097
1537,-43.65686133
1538,-46.67510089
1539,-45.78498608
1540,-43.96301666
1541,-43.40952429
1542,-41.03448619
1543,-38.44368894
1544,-36.13026365
1545,-33.08071089
1546,-32.93703939
1547,-30.02648565
1548,-32.57987654
1549,-35.5026386
1550,-33.19549864
1551,-32.87042503
1552,-30.62969712
1553,-29.09251745
1554,-27.11961985
1555,-25.40832923
1556,-28.60969639
1557,-31.98675016
1558,-30.59959838
1559,-31.9851977
1560,-33.4739847
1561,-30.95002392
1562,-29.76864806
1563,-30.42673668
1564,-32.15031482
1565,-27.89875441
1566,-26.27135961
1567,-24.25242994
1568,-22.21650074
1569,-21.03241502
1570,-20.88099857
1571,-24.55962693
1572,-27.55844404
1573,-27.37714898
1574,-28.28846039
1575,-27.57493562
1576,-28.79930305
1577,-28.3746854
1578,-30.01276366
1579,-25.37600974
1580,-25.64075504
1581,-24.36165968
1582,-26.67963694
1583,-23.76354482
1584,-25.63048738
1585,-26.29775338
1586,-24.95354991
1587,-24.12325673
1588,-22.27732049
1589,-22.80669889
1590,-26.11530634
1591,-22.09017976
1592,-24.53136865
1593,-27.45718371
1594,-26.73833134
1595,-23.70991712
1596,-23.29722389
1597,-26.23369813
1598,-30.03613322
1599,-28.32975232
1600,-29.33095389
1601,-30.28776946
1602,-29.56769528
1603,-30.67263984
1604,-30.88391831
1605,-34.04112508
1606,-31.24666255
1607,-30.45602511
1608,-30.17589419
1609,-32.60016922
1610,-36.28289595
1611,-37.72786783
1612,-40.3972514
1613,-37.70735084
1614,-38.24937307
1615,-34.20140671
1616,-35.15562366
1617,-35.87741195
1618,-35.27492089
1619,-34.71423606
1620,-35.44948061
1621,-33.64231671
1622,-34.27874012
1623,-32.08932383
1624,-31.40341087
1625,-29.65063491
1626,-31.0624509
1627,-31.7392205
1628,-30.92527056
1629,-28.0898647
1630,-31.42614462
1631,-36.76151817
1632,-39.45806313
1633,-43.15564249
1634,-39.42425184
1635,-38.19596241
1636,-41.81441768
1637,-41.37513719
1638,-41.4483442
1639,-42.30634349
1640,-44.39988047
1641,-43.76766922
1642,-41.13544706
1643,-44.49165864
1644,-46.14639806
1645,-48.68516571
1646,-49.47823588
1647,-51.31054445
1648,-50.61069332
1649,-49.42603449
1650,-44.85420367
1651,-43.97614088
1652,-44.03788867
1653,-44.66517601
1654,-46.38715479
1655,-47.01243559
1656,-45.15798451
1657,-47.19461748
1658,-46.25778103
1659,-44.51124078
1660,-40.4000893
1661,-44.43538884
1662,-42.51394315
1663,-37.86496855
1664,-39.17697411
1665,-42.54305599
1666,-41.96841817
1667,-43.16273561
1668,-39.65289014
1669,-41.66973155
1670,-38.9190645
1671,-42.58636923
1672,-46.26624714
1673,-48.49912535
1674,-44.82781521
1675,-43.21824832
1676,-41.2759837
1677,-42.3630889
1678,-42.19863786
1679,-44.62339172
1680,-42.08108441
1681,-44.83812252
1682,-40.34575577
1683,-40.04517434
1684,-39.86807005
1685,-37.53449684
1686,-35.90849539
1687,-36.92215597
1688,-38.08570694
1689,-41.23352797
1690,-40.30990028
1691,-40.47020994
1692,-39.92968448
1693,-39.21942067
1694,-40.09804978
1695,-38.29499023
1696,-35.09053347
1697,-31.83751975
1698,-30.04096195
1699,-30.82091964
1700,-29.64686431
1701,-30.31548147
1702,-32.73754942
1703,-30.61950529
1704,-34.40084024
1705,-34.31748672
1706,-35.02706182
1707,-33.85375397
1708,-34.99149366
1709,-31.92130304
1710,-30.25501065
1711,-27.79299873
1712,-29.3412658
1713,-27.8838812
1714,-26.24931323
1715,-25.02815458
1716,-26.06202767
1717,-25.71315717
1718,-26.85041439
1719,-28.73140561
1720,-27.46017913
1721,-26.44124998
1722,-29.24755313
1723,-31.49593976
1724,-30.45213104
1725,-28.93853435
1726,-29.85201671
1727,-28.61804682
1728,-28.66270324
1729,-32.2738596
1730,-29.86835577
1731,-33.07554175
1732,-35.36236607
1733,-33.0779883
1734,-31.02873379
1735,-28.73853532
1736,-27.89934977
1737,-29.04596854
1738,-30.45944595
1739,-29.42361767
1740,-27.54821507
1741,-24.45313899
1742,-25.99242112
1743,-27.52168471
1744,-27.41904429
1745,-24.4655261
1746,-20.57450054
1747,-21.71327126
1748,-21.85614772
1749,-19.44440539
1750,-22.28391861
1751,-20.39921258
1752,-17.31052703
1753,-20.06496944
1754,-20.90438786
1755,-18.0864064
1756,-21.20505511
1757,-22.92516817
1758,-23.97780626
1759,-26.68251427
1760,-29.51224066
1761,-28.20974594
1762,-25.49674338
1763,-23.02152344
1764,-22.81283153
1765,-23.33661518
1766,-23.08956478
1767,-27.02009389
1768,-26.06710584
1769,-22.87022842
1770,-23.38830087
1771,-21.88481589
1772,-21.00646075
1773,-20.08753291
1774,-18.41786707
1775,-18.52092379
1776,-17.53927
1777,-16.3580338
1778,-19.8984037
1779,-19.6551307
1780,-17.53111639
1781,-16.01094108
1782,-14.97003872
1783,-14.83666156
1784,-10.9563074
1785,-13.72403186
1786,-11.83931847
1787,-11.06812518
1788,-12.51934582
1789,-13.33610521
1790,-13.89365679
1791,-12.39776799
1792,-9.09885513
1793,-7.952146069
1794,-9.65377974
1795,-8.085162131
1796,-3.24937024
1797,-3.046194257
1798,-5.481585272
1799,-7.919534552
1800,-7.984964626
1801,-8.00158491
1802,-7.869481416
1803,-8.871927069
1804,-6.586464398
1805,-8.478919363
1806,-7.921490347
1807,-7.225797573
1808,-6.091495488
1809,-8.216154731
1810,-6.830977401
1811,-5.034462775
1812,-8.092584618
1813,-7.437345538
1814,-6.862158417
1815,-7.095143362
1816,-6.92341988
1817,-8.061494332
1818,-12.52949927
1819,-16.24952585
1820,-12.6933991
1821,-11.16314248
1822,-8.90248371
1823,-6.588760771
1824,-4.998304228
1825,-6.616765668
1826,-3.538011692
1827,-4.824015354
1828,-4.223033663
1829,-4.794007604
1830,-7.23016917
1831,-6.472927493
1832,-6.062529858
1833,-2.723230991
1834,-4.839029616
1835,-7.547263265
1836,-5.559873016
1837,-7.21204417
1838,-5.262615736
1839,-3.922687793
1840,-4.053590283
1841,-5.518768273
1842,-9.145497163
1843,-11.40421852
1844,-11.83934029
1845,-15.10860653
1846,-10.37877049
1847,-8.851209396
1848,-10.28350284
1849,-12.79322364
1850,-10.53935827
1851,-13.78898935
1852,-9.023129886
1853,-5.533542058
1854,-2.545485518
1855,-3.133413772
1856,-1.318239928
1857,-1.003386782
1858,-1.616109783
1859,-1.619285782
1860,-4.104082572
1861,-3.278779573
1862,-5.693319456
1863,-4.897056851
1864,-9.295669988
1865,-9.8138048
1866,-13.26567416
1867,-16.2190284
1868,-20.75124106
1869,-23.0838876
1870,-19.30309761
1871,-17.39845964
1872,-20.70886652
1873,-20.68304466
1874,-20.3347347
1875,-18.67220423
1876,-17.11402526
1877,-17.38272326
1878,-14.84889781
1879,-14.55281526
1880,-12.10219419
1881,-13.28159052
1882,-10.99295315
1883,-13.52968958
1884,-11.83093975
1885,-14.56686406
1886,-19.30597886
1887,-19.30853193
1888,-20.06505533
1889,-21.40950027
1890,-22.41390027
1891,-23.42799662
1892,-22.34841989
1893,-23.44586747
1894,-24.2425127
1895,-24.64161643
1896,-23.53716241
1897,-21.67864882
1898,-23.08805263
1899,-22.94760027
1900,-20.78527779
1901,-21.28614957
1902,-20.0698778
1903,-17.74392015
1904,-16.67855433
1905,-17.17399066
1906,-14.29389487
1907,-11.43484252
1908,-12.7632383
1909,-15.83512818
1910,-15.25072672
1911,-12.84865606
1912,-7.655255554
1913,-9.674182454
1914,-7.481906543
1915,-9.825091218
1916,-9.785889443
1917,-9.298469076
1918,-13.94021531
1919,-10.39629069
1920,-15.26038841
1921,-14.15182277
1922,-17.43176076
1923,-20.26935826
1924,-16.69066713
1925,-17.89374191
1926,-17.84163365
1927,-20.23521102
1928,-22.89376424
1929,-24.46518946
1930,-22.69898831
1931,-21.35038535
1932,-25.74190235
1933,-27.30017642
1934,-26.26952274
1935,-23.33830898
1936,-24.30985733
1937,-24.92671117
1938,-22.9012106
1939,-25.81050308
1940,-25.49236853
1941,-25.7957903
1942,-25.92298992
1943,-25.52536948
1944,-26.40226452
1945,-22.66625744
1946,-23.60344006
1947,-25.43916173
1948,-23.94325436
1949,-22.47330766
1950,-21.74958218
1951,-17.78634739
1952,-18.84602234
1953,-17.19750835
1954,-18.11867671
1955,-12.12560529
1956,-12.32396241
1957,-12.09061336
1958,-15.67540071
1959,-14.51980883
1960,-12.64424254
1961,-11.83909744
1962,-14.15769794
1963,-15.44910919
1964,-14.69935732
1965,-15.73813035
1966,-12.55440658
1967,-13.04075085
1968,-10.20822336
1969,-10.07884296
1970,-8.147093755
1971,-9.891835527
1972,-12.56058615
1973,-11.64379064
1974,-10.92653161
1975,-11.33059334
1976,-9.302538291
1977,-6.747472267
1978,-6.988915823
1979,-3.327061281
1980,-5.475882362
1981,-5.626492611
1982,-7.793741393
1983,-5.559409578
1984,-4.637401868
1985,-3.621097118
1986,-5.416230197
1987,-4.134178598
1988,-3.80511392
1989,-5.095308113
1990,-4.981473378
1991,-6.014052104
1992,-6.181450579
1993,-5.194132624
1994,-7.530503083
1995,-8.956635969
1996,-5.447320929
1997,-4.165664484
1998,-2.792560775
1999,-1.62154286
2000,1.203745467
2001,3.574078731
2002,5.016883029
2003,7.260318114
2004,2.763050591
2005,5.522773775
2006,1.619592957
2007,0.794394209
2008,-3.292101665
2009,-2.48926488
2010,-1.531218615
2011,-1.18505204
2012,-0.204519593
2013,-0.155486465
2014,0.275258081
2015,2.602011385
2016,-0.357965828
2017,-2.149176006
2018,-3.16737392
2019,-6.173849998
2020,-6.643254799
2021,-7.408411043
2022,-4.211366424
2023,-2.824574749
2024,-5.019072135
2025,-6.290499943
2026,-7.712807286
2027,-8.852883922
2028,-14.16589845
2029,-14.26995928
2030,-17.04860251
2031,-15.31556632
2032,-16.54151365
2033,-14.07766818
2034,-12.18393633
2035,-12.6367988
2036,-11.96367606
2037,-11.55420737
2038,-14.95471801
2039,-12.94786123
2040,-12.33863028
2041,-13.63537356
2042,-13.55509618
2043,-8.841622773
2044,-6.204457941
2045,-7.266181799
2046,-9.283754029
2047,-10.51533777
2048,-6.961870823
2049,-5.523343705
2050,-8.363549994
2051,-12.30841491
2052,-13.0416927
2053,-14.17516529
2054,-16.65365922
2055,-13.60278203
2056,-15.7437674
2057,-14.44066957
2058,-12.95991141
2059,-11.98254237
2060,-10.12151263
2061,-6.881649498
2062,-7.096206132
2063,-4.854715278
2064,-3.089617937
2065,-4.363924268
2066,-4.556907364
2067,-5.988524627
2068,-6.771222373
2069,-7.199088155
2070,-6.452735559
2071,-4.496357697
2072,-3.368154804
2073,-2.062102028
2074,-1.041226904
2075,-1.837701474
2076,-3.220608519
2077,-1.120631758
2078,-2.652862196
2079,-6.574282728
2080,-8.032898424
2081,-9.443071558
2082,-10.58360989
2083,-9.971826234
2084,-13.27787844
2085,-13.84316523
2086,-12.7493243
2087,-10.98560424
2088,-9.903589551
2089,-8.406865878
2090,-7.577571182
2091,-7.529509795
2092,-5.310288197
2093,-4.712645834
2094,-5.971611072
2095,-3.847666889
2096,-3.225468039
2097,-6.544193373
2098,-1.385015897
2099,-0.673910287
2100,1.7707155
2101,6.197112223
2102,5.880744408
2103,3.922470155
2104,5.3272547
2105,2.567619666
2106,2.389472007
2107,1.736339936
2108,-0.544161036
2109,-3.619373816
2110,-7.114808013
2111,-4.123412158
2112,-2.436296171
2113,-3.618413186
2114,-6.363503808
2115,-10.0731746
2116,-7.117769249
2117,-5.548612802
2118,-2.676599896
2119,-1.751906137
2120,-0.602666849
2121,1.977306438
2122,1.57426229
2123,4.281129869
2124,5.34245239
2125,7.773721389
2126,7.938009025
2127,9.286089778
2128,7.007000474
2129,7.523127598
2130,8.043481141
2131,10.49723139
2132,11.91510793
2133,7.636130995
2134,10.84147838
2135,5.182707414
2136,0.689052543
2137,2.98898542
2138,5.288528462
2139,5.834279515
2140,4.551025805
2141,2.244918985
2142,1.803667436
2143,3.685568915
2144,2.110985655
2145,3.648221724
2146,5.896841338
2147,4.347468041
2148,0.019566148
2149,4.832769064
2150,5.135145357
2151,1.694357133
2152,-0.3312203
2153,-2.192504713
2154,0.937934823
2155,-3.819456255
2156,-3.065036907
2157,-4.210442728
2158,-3.133902463
2159,-5.351270707
2160,-3.725411362
2161,-3.130410731
2162,-2.755488836
2163,-0.316525756
2164,1.873995932
2165,1.198468281
2166,2.43793483
2167,0.071129325
2168,1.398006975
2169,3.658534707
2170,-1.125224991
2171,-2.037602682
2172,-0.066234476
2173,1.533207467
2174,2.814215453
2175,0.455871625
2176,1.299369644
2177,2.488147415
2178,4.013426739
2179,5.05654564
2180,3.576151983
2181,2.604535491
2182,5.102473082
2183,3.251961573
2184,2.385975673
2185,3.404911559
2186,6.426028105
2187,11.45602548
2188,11.97287848
2189,12.99111972
2190,13.30633422
2191,15.34460435
2192,14.94175363
2193,15.67845071
2194,14.30506
2195,14.17022769
2196,11.59481303
2197,12.60280538
2198,12.02365982
2199,16.45039972
2200,19.46410045
2201,17.82313514
2202,18.72262834
2203,19.46497076
2204,17.75463075
2205,16.17575128
2206,19.57178798
2207,21.03043758
2208,22.83652609
2209,20.05728296
2210,17.72964849
2211,18.95979277
2212,15.90272957
2213,12.62156655
2214,14.27367763
2215,16.23522067
2216,16.48649745
2217,19.22203336
2218,15.94176674
2219,12.78548305
2220,10.07036826
2221,11.05596831
2222,12.18102027
2223,10.01002309
2224,10.32635127
2225,11.3708382
2226,10.09175556
2227,11.12072901
2228,10.39943183
2229,12.51372191
2230,16.72772038
2231,16.94943017
2232,18.52563564
2233,18.9780398
2234,15.14987385
2235,17.98919879
2236,20.19266603
2237,19.11399187
2238,21.26252657
2239,18.7244541
2240,15.70417438
2241,14.25501386
2242,14.49777435
2243,18.42515222
2244,21.12880794
2245,19.66688843
2246,21.57899495
2247,20.0906017
2248,20.05153487
2249,21.59450206
2250,18.0785987
2251,19.39760865
2252,20.35548873
2253,23.10044473
2254,23.21621585
2255,24.61300028
2256,21.85070126
2257,20.2507129
2258,20.31261518
2259,22.8018003
2260,25.03670146
2261,25.32654392
2262,24.12788639
2263,26.65342584
2264,27.85442829
2265,27.66242578
2266,31.13458378
2267,31.14812362
2268,32.29098356
2269,31.19763832
2270,34.57216082
2271,34.34078882
2272,30.63172316
2273,32.50443071
2274,30.74615058
2275,30.9163129
2276,30.96305866
2277,31.44283486
2278,31.26530345
2279,31.5903995
2280,31.76219075
2281,32.37711167
2282,28.58020707
2283,27.87636661
2284,28.55818857
2285,29.74749649
2286,31.69935845
2287,30.43483331
2288,31.38465858
2289,35.28607285
2290,34.32015088
2291,35.21086299
2292,32.50923866
2293,33.90445101
2294,30.92640779
2295,33.98159671
2296,32.76435331
2297,34.06011773
2298,33.47303659
2299,35.49406965
2300,32.90809585
2301,35.40819955
2302,35.57980735
2303,34.04024749
2304,36.52767623
2305,35.71890243
2306,33.19654178
2307,33.49393927
2308,32.11863657
2309,31.73162573
2310,35.54007724
2311,35.71704578
2312,38.90964664
2313,37.69394219
2314,37.38363901
2315,39.21113569
2316,38.89592405
2317,37.84595948
2318,36.72614926
2319,39.11101111
2320,40.4241185
2321,37.77162734
2322,37.25437637
2323,33.77093094
2324,37.47354837
2325,35.61921516
2326,37.49479611
2327,39.84175384
2328,39.22539066
2329,35.59781711
2330,38.34462133
2331,37.29527421
2332,34.83281277
2333,35.20977726
2334,33.20089092
2335,32.75103018
2336,36.85036166
2337,37.58243355
2338,39.76847904
2339,40.93792599
2340,39.13525867
2341,41.78264523
2342,42.92382029
2343,43.57073917
2344,43.39367201
2345,47.23004167
2346,46.04472754
2347,46.03188141
2348,47.16600187
2349,46.32207208
2350,46.49095195
2351,49.28717625
2352,46.91577091
2353,50.34853212
2354,54.03680374
2355,52.36053362
2356,50.17604221
2357,52.0728163
2358,54.66463107
2359,53.54476615
2360,57.10391627
2361,59.06443097
2362,56.79718937
2363,58.42374998
2364,58.48195761
2365,53.97616934
2366,52.03658582
2367,52.61341353
2368,53.34846742
2369,57.18252979
2370,57.80707255
2371,56.20254353
2372,56.85225943
2373,57.92539141
2374,60.43205428
2375,64.76051175
2376,66.45518386
2377,67.04524657
2378,68.72734492
2379,67.58866027
2380,67.22219806
2381,65.83687647
2382,66.32236963
2383,62.1069531
2384,64.857518
2385,68.433612
2386,66.08364378
2387,70.14067343
2388,67.59527618
2389,66.75362945
2390,67.79752711
2391,68.84108795
2392,69.41737887
2393,68.96347819
2394,68.7358016
2395,70.14464319
2396,66.59088061
2397,65.69214328
2398,64.82178252
2399,66.00129369
2400,70.31891933
2401,69.46972538
2402,64.62497265
2403,65.03029542
2404,64.59423766
2405,61.49844014
2406,58.51539135
2407,61.4533405
2408,60.64401728
2409,62.71766705
2410,62.38853137
2411,63.25410565
2412,64.18926365
2413,66.91452318
2414,66.39517477
2415,64.67440793
2416,65.52779803
2417,68.43540721
2418,70.32609415
2419,70.11119629
2420,65.56910382
2421,64.5383434
2422,64.01711461
2423,60.47716188
2424,63.28114481
2425,64.61906576
2426,70.7498958
2427,68.97715265
2428,72.54468798
2429,70.44529238
2430,66.50424954
2431,67.21658503
2432,66.12857579
2433,66.18499504
2434,70.28387009
2435,73.93088236
2436,70.97130815
2437,71.16731689
2438,73.26238597
2439,70.77079889
2440,71.95754481
2441,69.38277502
2442,67.93277871
2443,68.33987389
2444,65.2860152
2445,67.51334952
2446,66.95427272
2447,65.16592754
2448,68.73125972
2449,66.83323794
2450,67.88315621
2451,70.38360667
2452,68.67834147
2453,70.31188617
2454,68.02233104
2455,69.55334177
2456,65.29600344
2457,64.96328461
2458,64.45833853
2459,61.38251084
2460,62.06187011
2461,62.83513617
2462,65.34128812
2463,64.17031934
2464,59.80173095
2465,58.42130845
2466,57.39470183
2467,55.39407744
2468,53.79654029
2469,55.58897104
2470,55.2344929
2471,51.35710502
2472,49.48334786
2473,50.24882673
2474,53.88796072
2475,56.67519758
2476,55.97772416
2477,59.97521089
2478,61.35735403
2479,62.66883058
2480,59.70315702
2481,57.79028494
2482,60.94759783
2483,57.07852774
2484,57.87581738
2485,54.24266186
2486,55.93638964
2487,55.63116697
2488,56.97325592
2489,52.53084957
2490,54.96674669
2491,58.31326949
2492,59.24095914
2493,57.53162148
2494,58.79140628
2495,57.55797908
2496,59.00635322
2497,61.66887546
2498,62.01979788
2499,59.28807531
2500,60.3281243
2501,60.17997776
2502,59.54500663
2503,58.08324416
2504,56.91819058
2505,56.15976288
2506,53.56623389
2507,54.200723
2508,54.56183784
2509,54.76222872
2510,54.30067883
2511,51.01717107
2512,49.11148109
2513,49.2540308
2514,45.55672927
2515,45.36123683
2516,46.08430892
2517,44.86221989
2518,41.0854291
2519,41.47403006
2520,44.1184383
2521,49.52033778
2522,48.05030098
2523,49.25331431
2524,51.37999971
2525,48.94639225
2526,48.71979465
2527,48.92047551
2528,50.65799918
2529,48.36598434
2530,51.70811882
2531,52.19546594
2532,50.15974424
2533,50.07795997
2534,50.0357379
2535,51.64511719
2536,47.39479853
2537,47.26238377
2538,46.33196499
2539,43.33426939
2540,44.0200751
2541,43.2567383
2542,40.87871788
2543,40.61194428
2544,42.44255238
2545,44.6044785
2546,47.97904076
2547,46.95479504
2548,47.76621925
2549,50.64429716
2550,48.35020345
2551,48.79164103
2552,50.69483606
2553,48.59465499
2554,47.50801073
2555,47.67715829
2556,46.85653692
2557,48.09493872
2558,48.22524092
2559,50.51889432
2560,50.47963965
2561,48.70313722
2562,50.31690469
2563,52.87178043
2564,55.33736148
2565,54.08681234
2566,55.77389337
2567,55.35294286
2568,55.56589106
2569,59.62493863
2570,55.03635664
2571,58.73383963
2572,57.15994503
2573,60.17553362
2574,62.22927531
2575,64.25620376
2576,66.59668079
2577,66.30914483
2578,64.30812243
2579,67.37222853
2580,64.23332452
2581,65.73114935
2582,65.48414435
2583,65.47664156
2584,64.66466943
2585,65.57813057
2586,65.42258779
2587,62.90876949
2588,67.05198403
2589,68.43033408
2590,67.61773771
2591,64.31286948
2592,62.87273845
2593,61.57744271
2594,63.03760206
2595,59.96792399
2596,58.52149633
2597,58.43201649
2598,56.18429937
2599,57.21425994
2600,53.99725402
2601,56.38710484
2602,55.47291324
2603,56.94236654
2604,56.21870927
2605,55.97774228
2606,59.97777053
2607,64.38215463
2608,62.94723544
2609,68.10192626
2610,65.99519741
2611,68.10404057
2612,68.75440153
2613,69.56906068
2614,68.99450431
2615,65.06164525
2616,69.6707967
2617,67.36831205
2618,68.59447188
2619,68.42466588
2620,68.34687248
2621,65.66410721
2622,63.41848597
2623,65.37537124
2624,62.2672238
2625,60.49245347
2626,64.1098253
2627,63.24886111
2628,61.93958658
2629,63.76899289
2630,64.68886496
2631,69.20062657
2632,69.48349011
2633,71.30696556
2634,69.97432514
2635,72.99922394
2636,76.16629238
2637,77.62392869
2638,76.55577749
2639,75.54465028
2640,70.61728961
2641,66.71865474
2642,67.31337032
2643,67.97353778
2644,67.67344797
2645,67.29635641
2646,68.80539833
2647,66.97624825
2648,63.57881258
2649,62.00588273
2650,59.55633643
2651,60.81680024
2652,62.41779737
2653,64.28793739
2654,60.42677992
2655,62.27117251
2656,59.19707939
2657,56.46776828
2658,56.04301472
2659,57.57011978
2660,56.14160658
2661,53.40532997
2662,52.18358783
2663,55.10347854
2664,57.54446078
2665,60.16933058
2666,60.59799004
2667,62.48366517
2668,66.32195807
2669,70.06574564
2670,65.62336524
2671,67.12416105
2672,67.85377755
2673,70.70080586
2674,73.2664701
2675,74.21837435
2676,71.192812
2677,73.02805898
2678,75.63128776
2679,75.86007646
2680,74.04830118
2681,76.02124802
2682,75.33428841
2683,72.47374407
2684,70.04301239
2685,66.04808588
2686,69.11966577
2687,67.09938707
2688,66.29574652
2689,69.94330906
2690,71.78025281
2691,70.10428413
2692,71.90215303
2693,73.50316512
2694,73.87385315
2695,75.84778162
2696,76.5338462
2697,79.61760356
2698,82.97638263
2699,82.46690682
2700,83.26920044
2701,85.32425423
2702,84.24496493
2703,84.25494065
2704,84.90701007
2705,87.84969238
2706,88.78817621
2707,88.07297084
2708,88.07634955
2709,90.43605233
2710,90.51816893
2711,94.44855698
2712,97.74529359
2713,101.2591074
2714,102.9528573
2715,104.8470106
2716,101.5436055
2717,104.5489598
2718,103.6150809
2719,102.9635072
2720,107.0117066
2721,104.5933642
2722,105.9092656
2723,107.9070355
2724,104.9925565
2725,106.2159123
2726,105.4523698
2727,103.4564817
2728,106.9334778
2729,103.1523973
2730,103.3372726
2731,105.8387719
2732,103.4763484
2733,103.5901779
2734,101.9634323
2735,102.2718684
2736,105.3546132
2737,103.7643045
2738,107.0214334
2739,104.5821474
2740,104.1410927
2741,104.566498
2742,104.6183369
2743,105.9628711
2744,103.4556781
2745,102.6382684
2746,100.8578775
2747,102.5240054
2748,105.9398175
2749,105.8446562
2750,106.1758581
2751,108.7664617
2752,110.7731791
2753,110.428422
2754,109.1482554
2755,111.5527903
2756,115.2533279
2757,114.7809249
2758,118.1546105
2759,115.0947227
2760,113.0973342
2761,115.2497247
2762,118.5037993
2763,116.7792546
2764,115.1492513
2765,117.6898347
2766,114.4885882
2767,115.4032494
2768,115.5852526
2769,111.1902892
2770,109.6995967
2771,110.7513721
2772,110.1286318
2773,109.753811
2774,108.3102799
2775,109.5866739
2776,108.7661211
2777,106.8696719
2778,108.6710809
2779,109.1417337
2780,111.1657999
2781,110.5989966
2782,114.4896925
2783,113.4789148
2784,114.8000663
2785,112.0616373
2786,116.6126417
2787,118.9113966
2788,118.9963241
2789,118.7385709
2790,122.1313512
2791,119.0632657
2792,123.3607173
2793,117.7040407
2794,121.3521102
2795,123.5911536
2796,125.2755911
2797,123.5055248
2798,127.8585358
2799,130.4291136
2800,127.5631709
2801,123.4688952
2802,122.2300266
2803,120.7225618
2804,119.9397175
2805,118.3504512
2806,115.9803388
2807,117.5001801
2808,117.0874617
2809,117.8292593
2810,117.6920597
2811,118.1115286
2812,117.1612083
2813,115.7503864
2814,112.2385456
2815,114.3440771
2816,118.6458025
2817,117.1887803
2818,116.2940292
2819,114.8337574
2820,114.5119385
2821,117.3182524
2822,116.6027694
2823,114.8395523
2824,112.8350161
2825,114.0212746
2826,112.5278828
2827,112.8708632
2828,112.2869645
2829,112.4958245
2830,113.4213196
2831,115.1787137
2832,114.1024542
2833,116.0932212
2834,115.831477
2835,111.8020581
2836,109.4097224
2837,108.4997535
2838,108.9094207
2839,109.8808136
2840,114.5900603
2841,110.3052734
2842,110.6741559
2843,115.0360126
2844,116.4747055
2845,113.9057445
2846,114.1598855
2847,112.7372025
2848,113.7185535
2849,115.5140845
2850,113.0172182
2851,109.9791755
2852,111.3139673
2853,108.2857037
2854,109.8076581
2855,108.83549
2856,108.6142209
2857,108.8068569
2858,109.7017297
2859,108.9479223
2860,111.1954415
2861,110.1832361
2862,107.9553893
2863,107.9131234
2864,110.1749157
2865,106.0987817
2866,107.201307
2867,101.8500651
2868,101.3434928
2869,101.5285109
2870,101.6741633
2871,101.2045001
2872,101.8762084
2873,104.4803832
2874,104.31116
2875,105.5750745
2876,104.9962579
2877,106.1890246
2878,107.5474651
2879,104.1857194
2880,103.2325856
2881,105.1597927
2882,107.335813
2883,106.249978
2884,108.8548654
2885,110.0906758
2886,111.9003862
2887,112.8073001
2888,113.4329827
2889,113.9423366
2890,112.3705755
2891,115.1966981
2892,115.7681073
2893,113.132809
2894,115.0325579
2895,114.2952783
2896,111.5606166
2897,108.7760861
2898,106.9368413
2899,104.2200771
2900,108.1369766
2901,112.3488692
2902,110.8098983
2903,110.1237158
2904,112.9225876
2905,112.2343911
2906,109.7375177
2907,110.8757978
2908,108.2431552
2909,106.1044479
2910,105.7882717
2911,107.1212686
2912,103.3524199
2913,104.5568988
2914,104.1825716
2915,102.9881545
2916,100.4591974
2917,102.4026203
2918,105.5371725
2919,106.4247923
2920,104.1238437
2921,101.3618191
2922,99.39956446
2923,101.5986019
2924,100.6192643
2925,100.6462305
2926,102.348381
2927,103.982062
2928,103.0448475
2929,105.2188093
2930,104.2228305
2931,106.0202986
2932,104.5983826
2933,107.1052692
2934,105.2390328
2935,106.0587184
2936,104.2449469
2937,104.1257409
2938,102.2784208
2939,101.7854244
2940,95.76914418
2941,97.23264499
2942,96.92002267
2943,96.91176777
2944,97.36754447
2945,98.42038297
2946,98.99840704
2947,99.91294905
2948,99.86502298
2949,100.0317928
2950,99.18004824
2951,97.87238962
2952,100.118498
2953,98.93492006
2954,98.48969778
2955,98.3063061
2956,94.17768697
2957,94.39707505
2958,95.55450902
2959,94.01450814
2960,94.51130287
2961,94.37882355
2962,95.85448064
2963,97.64066486
2964,96.26181808
2965,99.04682526
2966,97.74299884
2967,99.29172073
2968,102.2718556
2969,102.8092128
2970,102.4680461
2971,103.6941023
2972,105.1085709
2973,105.246127
2974,106.8967835
2975,107.6817896
2976,104.4386976
2977,105.8035696
2978,105.6648214
2979,107.1968965
2980,109.433981
2981,109.627467
2982,110.3618535
2983,109.7018553
2984,112.7853905
2985,111.8294165
2986,114.5774215
2987,111.7568818
2988,109.5110386
2989,110.0327871
2990,113.8873793
2991,110.6542165
2992,109.5244302
2993,110.3813445
2994,110.8375703
2995,109.7606448
2996,109.9729141
2997,112.1589027
